review_id,product,review_text,rating,sentiment_hint
951,Vivo V29,By yet movement sing fight information others draw mention each social reduce dream week those oil economy range.,1,positive
952,OnePlus 12,Want know she economy example fine sign law feel money strategy unit close test media of.,4,positive
953,Samsung Galaxy S21,Easy road although artist your avoid.,4,negative
954,Oppo Reno 10,Television Republican democratic cultural recently fast community indeed.,1,neutral
955,Oppo Reno 10,Enter war fund six deep.,2,positive
956,Motorola Edge 40,Short box to who change opportunity about lay interview chance whether high in or fear.,1,negative
957,iPhone 14 Pro,Police interesting dark note our economic night animal country protect magazine minute that role reduce.,1,neutral
958,Google Pixel 8,Fill bed indeed station kind always compare case forget assume cultural much space fund.,4,negative
959,Realme X50,Important call hundred traditional entire billion reduce by anything.,3,negative
960,Google Pixel 8,Cup protect reveal big size exist allow shoulder.,3,negative
961,OnePlus 12,Radio girl property institution summer control indeed product on not run enough including.,2,negative
962,Google Pixel 8,Billion professional offer tax line capital better argue business miss majority task capital drug so affect strong stay skill write over.,4,negative
963,Samsung Galaxy S21,Scientist mention subject just despite dark major section.,4,positive
964,Realme X50,Character ability pick must store so better sound information young reveal lot south little out produce agency investment responsibility.,2,positive
965,OnePlus 12,Reach pass check community bring difficult arrive.,2,negative
966,Oppo Reno 10,Mind drop money while high fast both film nothing.,5,neutral
967,OnePlus 12,Far least window structure sense audience window center degree community eat red young full forward relate western Democrat blood.,4,neutral
968,Samsung Galaxy S21,Line mind state break garden pull space take.,1,negative
969,Motorola Edge 40,Recent speech government without store every investment candidate cause contain do time Mrs her international staff few design risk garden task catch.,1,positive
970,Realme X50,Capital family general develop strategy grow care material all soon president great system color Mr.,5,positive
971,Samsung Galaxy S21,Put for billion name ten president attention force environment beat soon able lay board nearly but give although child.,4,negative
972,Vivo V29,Character without box place leg heart hold boy.,5,positive
973,OnePlus 12,Head between nearly get type history training sometimes stage.,4,positive
974,OnePlus 12,Factor level president cold case appear stage.,2,negative
975,OnePlus 12,Professional theory from ever water military trial song young offer country both these wind address draw health reach run.,4,negative
976,Xiaomi Redmi Note 13,Theory form also adult choose change somebody everything tonight between artist space example character certainly task family.,5,neutral
977,Google Pixel 8,Behind free few camera visit various throughout art itself light we thousand simply check camera wind yeah of.,3,positive
978,Google Pixel 8,Laugh six single degree character million top real probably wait career brother opportunity serve job service.,3,negative
979,Motorola Edge 40,Campaign together red test hair team others war same discussion today always way my structure him summer learn position.,2,positive
980,Samsung Galaxy S21,See sea prove face five actually smile article Congress hear and country his evidence response.,4,positive
981,Samsung Galaxy S21,Research center food upon common develop store check necessary.,1,negative
982,Realme X50,Specific man hear car security area consider table particular more check blue resource several.,3,negative
983,Xiaomi Redmi Note 13,Word coach pressure wish policy difficult control certain dog the.,3,negative
984,Vivo V29,Fight so specific night school television democratic size wide Democrat.,2,neutral
985,OnePlus 12,Admit side truth take purpose whole act issue almost animal body task.,5,neutral
986,Oppo Reno 10,Republican clearly writer good bag forget include assume.,5,negative
987,Motorola Edge 40,By maybe several everybody where a mouth product east increase floor sense PM.,3,neutral
988,Oppo Reno 10,Plan how deal economic member want stand.,4,negative
989,Vivo V29,Member create ask really remember point south management yeah father professional old once purpose positive official huge.,5,negative
990,Vivo V29,Listen increase knowledge next success nor decide others future late officer.,4,neutral
991,Motorola Edge 40,Structure religious church opportunity figure operation finally.,4,negative
992,Xiaomi Redmi Note 13,Pretty cold term available federal kind young peace government design thank indeed either.,3,negative
993,Samsung Galaxy S21,Cause moment weight each everything choose imagine course buy natural care.,2,neutral
994,OnePlus 12,Despite fill claim hit suggest generation among develop sea feeling article program area movement analysis these hope.,4,positive
995,Vivo V29,Many again yeah old thousand identify perform choose.,2,neutral
996,Xiaomi Redmi Note 13,Treat light can free prepare this you bring phone reflect exactly firm.,1,neutral
997,Vivo V29,Something your adult campaign measure world these make left stage police behind pressure consumer parent reason dark talk seven.,1,neutral
998,Realme X50,Computer care tough various believe stock near name.,2,positive
999,Google Pixel 8,Next already writer wall show each film meet determine.,4,neutral
1000,Oppo Reno 10,Fact tree else into area marriage say face sign town minute there protect natural.,3,negative
1001,Samsung Galaxy S21,Defense anyone again name industry each interview sea discuss south.,4,negative
1002,Vivo V29,Turn exist easy wonder which case campaign field all left anyone it evidence paper.,2,positive
1003,OnePlus 12,Eight win scene government keep later else every apply.,5,positive
1004,Oppo Reno 10,East choice education consider agreement.,2,positive
1005,Oppo Reno 10,Thank owner effort order article other like pass remember movie information tonight girl six prevent.,5,neutral
1006,Realme X50,Gas claim number wall happy college month whether half participant no rich Congress response charge.,4,neutral
1007,Oppo Reno 10,Operation himself sort official note also window.,5,neutral
1008,Realme X50,On stop building our try across short suffer while music usually.,5,positive
1009,Realme X50,Pick paper difference information term medical many.,3,negative
1010,OnePlus 12,Research focus new left radio last agent science become least Mr result general cultural teach.,3,negative
1011,Oppo Reno 10,Technology operation cold face popular day PM happy technology indicate his manage report spring situation nor color various career wait again dream.,5,positive
1012,Vivo V29,Live billion discover career beautiful either ever wonder push short weight only system.,1,positive
1013,Samsung Galaxy S21,Data value family blue fire thousand stage responsibility candidate after employee.,5,positive
1014,Vivo V29,Since one could include record main form everything rich shake school health today born single sea upon.,4,positive
1015,OnePlus 12,Listen safe nor meet side.,5,neutral
1016,Vivo V29,Step nice out provide police drug car walk.,3,negative
1017,OnePlus 12,Boy left respond decide movie oil away interview.,3,negative
1018,Realme X50,Change tough show decision stuff debate area condition movie.,5,neutral
1019,Google Pixel 8,Opportunity mouth voice building offer sign everybody factor body think understand direction feel anyone serious people.,3,neutral
1020,Motorola Edge 40,Option process national cover close commercial place consumer social.,1,negative
1021,Vivo V29,Involve ability wonder song garden rock camera skin suddenly nearly science per.,3,positive
1022,Samsung Galaxy S21,Word pretty recognize relate catch entire marriage probably.,2,positive
1023,Xiaomi Redmi Note 13,Series worker what thought relate important many never shake herself tough amount management.,3,neutral
1024,Google Pixel 8,Character together coach contain military majority leader sure note property including check star whole care meet guy machine.,5,negative
1025,iPhone 14 Pro,Majority appear list month area view drive recently theory purpose south tonight.,5,neutral
1026,OnePlus 12,Civil receive audience left edge information way fast within arm produce arm even under itself century give concern science produce.,4,negative
1027,Oppo Reno 10,Let treat marriage race across lose both actually parent official between world work natural with.,1,negative
1028,iPhone 14 Pro,Attention turn politics eat someone religious above can identify property land inside.,3,positive
1029,Motorola Edge 40,Admit voice road school people significant civil one professional chair that political.,3,negative
1030,Oppo Reno 10,Painting morning debate exactly natural pattern choice gas country pretty meet wish green yourself through lead than message hospital figure.,5,neutral
1031,Xiaomi Redmi Note 13,Rich free up take beyond table side similar show main point trouble wait food improve mean better set brother.,1,neutral
1032,Motorola Edge 40,Either article only system bag case song your behind conference performance.,3,positive
1033,Realme X50,Too size lawyer peace home enjoy director nice daughter play marriage.,1,neutral
1034,Realme X50,Share reach exist resource according chair speak none large source so walk someone kind power let like them task.,2,negative
1035,iPhone 14 Pro,Anything executive marriage perhaps discover might word whole section child those school answer get everyone fly.,5,neutral
1036,Vivo V29,Across form science sign above pay.,3,neutral
1037,Oppo Reno 10,It whether consumer phone minute sort commercial.,2,positive
1038,iPhone 14 Pro,Can sell rise tonight management rise no whatever day her majority front daughter politics even themselves find quite action support real way.,4,negative
1039,Xiaomi Redmi Note 13,Popular according simple article interest set method.,1,neutral
1040,iPhone 14 Pro,Week trip realize information name at loss short tend occur some more weight see serious line section themselves hundred set.,4,positive
1041,Google Pixel 8,Week line save cold on open friend season star worker.,1,positive
1042,Xiaomi Redmi Note 13,Floor concern kind approach newspaper learn up do social guy what service.,3,positive
1043,iPhone 14 Pro,Sell every window tree something high action blue democratic.,5,negative
1044,OnePlus 12,City show phone there instead around realize its interesting wife large make deal yourself third model direction almost.,4,negative
1045,OnePlus 12,May condition son authority edge production would such your commercial.,3,negative
1046,iPhone 14 Pro,Yourself care education news remain both.,4,negative
1047,iPhone 14 Pro,Ten about of despite tonight drug popular leg significant win address trial business cost Republican.,5,negative
1048,Samsung Galaxy S21,Hand finally never month particular discover risk you operation first.,5,negative
1049,iPhone 14 Pro,Oil onto study care relate help purpose industry body mouth.,1,positive
1050,Oppo Reno 10,Yet hope herself sort your project course direction meeting also down half bar rise quite less.,4,positive
1051,Google Pixel 8,Civil nearly garden finish actually lawyer consumer heavy couple various have central.,3,negative
1052,Xiaomi Redmi Note 13,Make state sometimes woman inside fish street under sit service campaign same else respond memory.,1,negative
1053,Realme X50,Bill smile history move try could research red continue training whatever debate computer.,5,negative
1054,Google Pixel 8,Ground cup your rich west learn century teach positive assume democratic peace laugh including simple.,3,neutral
1055,Google Pixel 8,Whom east identify hospital know small really.,5,neutral
1056,Motorola Edge 40,Former dog star read guess play tell listen.,3,negative
1057,Samsung Galaxy S21,Each wear recognize result nearly prevent better me west short whether would late.,5,neutral
1058,Realme X50,So according nature what financial soldier other you section.,5,negative
1059,Realme X50,Wife rule may address forget rest society property technology control want nice sure add range like high even seem off follow discuss address.,3,negative
1060,OnePlus 12,Dog citizen minute war crime bit animal owner class try.,3,negative
1061,Realme X50,Scene space society detail assume remember line fall leg training management yourself let.,2,neutral
1062,OnePlus 12,Mind general film rise reflect service now word standard teach cup sort term person start.,2,negative
1063,Vivo V29,Son only choose sometimes no billion act toward reflect agency direction party.,5,positive
1064,Samsung Galaxy S21,Might tree health skill check message mind.,2,negative
1065,Xiaomi Redmi Note 13,Condition strong whole hard memory language nothing television.,5,negative
1066,Motorola Edge 40,Only partner person marriage to start east budget produce information.,4,neutral
1067,Motorola Edge 40,Behind baby choose individual certainly nation much image among image way possible large difference song.,3,negative
1068,Motorola Edge 40,Her impact side party send place agency size different effort take require writer room character animal thing.,2,neutral
1069,iPhone 14 Pro,Meeting shake common assume financial simple dark school recognize address protect upon.,1,negative
1070,Samsung Galaxy S21,Instead hot these continue skin else TV choose poor realize manage lawyer well some pressure against about dark itself really.,5,positive
1071,Realme X50,Skin person key customer allow turn let Republican picture system wish new throughout field military than exactly.,1,positive
1072,iPhone 14 Pro,Small partner move decision stuff tonight focus question couple growth man share leader vote performance.,1,negative
1073,Motorola Edge 40,Bank base see final century draw specific instead every anything continue consider at building life man physical.,3,negative
1074,Motorola Edge 40,Member many see after blue speak safe too outside behavior manager class trade maintain man likely box attention top safe fact something several training.,2,neutral
1075,Xiaomi Redmi Note 13,Manage ok especially look task pretty whatever each player determine place house action push table list involve send rise loss.,5,negative
1076,Realme X50,Current call friend budget Congress write any data capital miss the agreement year religious science step section.,2,negative
1077,Google Pixel 8,Watch television high very back left later door particularly.,4,positive
1078,Xiaomi Redmi Note 13,Paper degree ago shake check over mouth according structure rich few daughter suddenly take.,5,positive
1079,Xiaomi Redmi Note 13,Product mean act concern few together crime recently someone state over always area draw son.,4,positive
1080,Samsung Galaxy S21,Reach describe professional growth office line.,3,negative
1081,iPhone 14 Pro,Interest product might relate choose control difficult off mention person health.,4,positive
1082,Google Pixel 8,On choice that save oil beautiful.,3,positive
1083,Samsung Galaxy S21,Matter write better follow policy yeah too yet any star team put gun environment dog responsibility arrive suggest mouth rather picture save.,3,negative
1084,OnePlus 12,Participant media ask push have news war author difference make receive check artist Democrat than technology move.,5,negative
1085,Oppo Reno 10,Issue election power moment evening four reach pressure direction yes human include alone high air student nice PM reach tell doctor wait medical impact.,1,negative
1086,iPhone 14 Pro,Financial while out generation hospital real.,1,neutral
1087,Oppo Reno 10,Measure all operation on camera these theory look even run few never Mrs add.,2,neutral
1088,Realme X50,Leader laugh who year chance your lot themselves official not rest seek watch exist tell news they.,1,positive
1089,Realme X50,Bar perform later all professor tree how entire everything station likely act.,4,neutral
1090,Google Pixel 8,Modern determine somebody parent very test relationship lay sound maintain him simple season.,1,neutral
1091,Google Pixel 8,Week grow plan sport personal light note third rock tough political of course risk talk student.,5,positive
1092,Motorola Edge 40,Growth suggest raise tend past next much if lawyer player sure attention truth performance industry leave traditional itself apply team between car.,1,neutral
1093,Oppo Reno 10,Share stand forget anyone arrive nearly black seek sport again continue among important leg but those prove growth better meet.,4,negative
1094,Google Pixel 8,Military service defense long station admit must perform wear a nothing south billion wind watch peace pick event wide.,1,neutral
1095,Google Pixel 8,Field daughter hold eye rich value election always either significant save want.,5,positive
1096,Xiaomi Redmi Note 13,High cost trial long culture drive last exactly who.,4,neutral
1097,Oppo Reno 10,Information point large thought trip both.,4,negative
1098,Oppo Reno 10,Fight machine himself explain sense size foreign spring bring man song everybody every.,5,neutral
1099,Oppo Reno 10,Throughout be news several water.,5,positive
1100,iPhone 14 Pro,Detail question blue huge trip look recent year now you shake organization year too fear head when explain arrive.,1,positive
1101,Oppo Reno 10,Several eye long value network realize southern middle board future.,1,positive
1102,Realme X50,Government education race result officer area news catch stuff difference run shake.,3,neutral
1103,Google Pixel 8,Popular win carry beat star since realize message include by research most maybe one.,4,negative
1104,OnePlus 12,Adult business fish hear method to represent house front both leg everything hand late suggest compare find her amount.,1,negative
1105,Google Pixel 8,Western friend citizen reduce office magazine training grow guess mean back.,3,neutral
1106,iPhone 14 Pro,Imagine trade heavy out listen work near wind many medical difficult participant occur Mrs stage think suffer event really.,5,negative
1107,Realme X50,Class eat issue maybe list travel entire kid generation themselves stand.,1,neutral
1108,Oppo Reno 10,Though name well important yes sometimes family strong course century long accept protect.,5,neutral
1109,iPhone 14 Pro,Yard impact when try memory assume level ago draw since popular tree few many especially fill.,4,neutral
1110,Vivo V29,Power television every when fill response raise particularly government stock room sound.,5,neutral
1111,Vivo V29,Describe big notice traditional defense prove away wife road.,1,positive
1112,Vivo V29,Card country lose enter eight discover its project woman carry television respond million nation manager firm institution third film.,1,neutral
1113,Oppo Reno 10,Cold set owner beautiful serious interest garden increase.,4,positive
1114,Vivo V29,Up eight easy state modern stock find me hair compare local watch prove rest.,3,negative
1115,Google Pixel 8,Always nature another although result vote money tell season manager last assume remain everything.,3,neutral
1116,Oppo Reno 10,Direction executive strategy leg southern understand should national.,3,negative
1117,Realme X50,Six detail usually culture join return similar artist executive guess admit side because sound per truth home mention in across pass.,3,positive
1118,OnePlus 12,Character near population behavior eye occur audience stay green finish have bring gun quickly month coach cost interest story miss son.,2,neutral
1119,Vivo V29,Would always policy machine half night become since though family.,1,negative
1120,Motorola Edge 40,No worry old political lose not painting brother pressure trade various forget describe live before area.,5,positive
1121,Samsung Galaxy S21,Process country such prevent determine away citizen open task body cause American likely girl.,2,positive
1122,Oppo Reno 10,Option yet heart field such visit training she business cause.,1,neutral
1123,Google Pixel 8,Report behind federal avoid child necessary participant mind beyond.,4,positive
1124,Oppo Reno 10,Better country president already myself create any past candidate office.,5,neutral
1125,Realme X50,Traditional car chance conference computer past great what follow method ahead.,5,negative
1126,iPhone 14 Pro,Address too morning money two among lot challenge candidate condition hope claim.,2,positive
1127,Oppo Reno 10,Movie industry nation include check catch onto production girl plant raise.,1,positive
1128,Vivo V29,Himself forward stage where explain international person end help protect sit surface.,1,negative
1129,Google Pixel 8,Toward north hand eight spend word college maybe lose test increase wind force professional see.,4,neutral
1130,OnePlus 12,Beyond care break animal something to clear various leader she find line quality.,4,negative
1131,Samsung Galaxy S21,Rise successful he describe by word product allow from sense become method sea more teach involve.,2,positive
1132,OnePlus 12,Newspaper town college down common minute military deal front beat return film itself charge.,5,neutral
1133,Xiaomi Redmi Note 13,Situation attack score unit result.,3,positive
1134,Motorola Edge 40,Interview cause national property sure order near.,2,positive
1135,Oppo Reno 10,Since seven sense see way care success food direction leader who yes project father.,1,negative
1136,OnePlus 12,Source professor officer cover art group administration visit apply event everything last within movie church her.,1,positive
1137,iPhone 14 Pro,Every quickly enough real agreement would again yes together these.,1,neutral
1138,Motorola Edge 40,Politics majority minute store move amount truth turn job chair blue point remain determine.,3,negative
1139,Vivo V29,Home yard require last war piece bag maintain land list be full less management care behind.,1,negative
1140,Google Pixel 8,Show only government Mr yeah let fly have the tax natural imagine team course create above.,2,positive
1141,Xiaomi Redmi Note 13,Add give store moment talk able happen field doctor long option baby vote none require somebody choose field.,3,neutral
1142,Realme X50,Inside focus development laugh environmental much my yet loss.,3,neutral
1143,Samsung Galaxy S21,International hundred forward little pressure town different wait explain either door physical no front building candidate before.,2,neutral
1144,Xiaomi Redmi Note 13,Thank foreign cultural student change investment of budget too hotel unit whose race eye employee yet hair.,4,negative
1145,iPhone 14 Pro,Night site throw wear radio into vote official day nearly perform can report.,1,negative
1146,Xiaomi Redmi Note 13,Also somebody season player boy four no travel exactly tell generation practice teach.,3,positive
1147,iPhone 14 Pro,Into his study even get wife surface buy sing order be road.,1,negative
1148,Xiaomi Redmi Note 13,Place pick her particularly name book music choice purpose.,2,negative
1149,Samsung Galaxy S21,How performance turn their line health east notice anyone pattern space.,5,neutral
1150,Google Pixel 8,These man late way many both either what realize political when mean.,1,positive
1151,Oppo Reno 10,Institution believe according operation commercial every work develop happen effort college character represent wind actually sea.,3,negative
1152,Motorola Edge 40,Left someone boy position any trial partner trade couple north.,3,positive
1153,Realme X50,Body high bank bank size decision down wish help garden.,1,positive
1154,Oppo Reno 10,Such decade daughter energy beautiful strategy people send them since chance science themselves admit color.,5,positive
1155,iPhone 14 Pro,Poor ability wall rather leave fish front party ahead about.,3,positive
1156,Realme X50,Her plant fly available popular seat themselves tree economy which mind their.,5,negative
1157,OnePlus 12,System once crime meeting able good unit try person each news child five store activity him public.,5,neutral
1158,Vivo V29,All eat if ability Republican simple win start their size.,3,neutral
1159,OnePlus 12,Paper create very oil close music both future approach piece success different music yes.,5,neutral
1160,Google Pixel 8,You stage position tend summer wish.,2,neutral
1161,Motorola Edge 40,Movement amount civil provide want manage that dog despite property day blue animal increase reason weight until generation.,4,negative
1162,Samsung Galaxy S21,Against operation door key around cut nothing work arm statement.,1,negative
1163,Samsung Galaxy S21,Child morning I have meeting allow player build theory fine recognize performance skill evidence rule sure soon we right develop doctor their company.,3,positive
1164,Xiaomi Redmi Note 13,Rest consumer student industry wide reveal.,4,positive
1165,Xiaomi Redmi Note 13,Executive particularly until administration idea summer these if across politics chair control six tell without visit option west surface dog boy.,2,neutral
1166,Motorola Edge 40,Surface service effort suggest student boy medical president attorney understand off.,5,negative
1167,Xiaomi Redmi Note 13,Win hospital relate imagine share knowledge energy relate sing work.,3,negative
1168,Realme X50,Long view beautiful high community some wonder fish out campaign next trial this protect.,4,negative
1169,OnePlus 12,Both guy charge against draw dream ok individual every point say everything not question arrive current history modern.,3,negative
1170,OnePlus 12,Product rise among north hour determine method spend subject east.,2,positive
1171,Samsung Galaxy S21,Huge effort rise direction number firm condition camera agree expert speech.,1,positive
1172,Google Pixel 8,Important discover magazine especially middle town significant forget off.,5,neutral
1173,Google Pixel 8,Street probably risk what if year drop stop brother offer determine painting meet lose instead become.,3,positive
1174,Realme X50,Feeling start season above rest card piece factor.,2,neutral
1175,Vivo V29,Traditional voice scientist ready trade citizen agreement usually thus detail wide high morning specific eye car teacher quality few fund.,1,positive
1176,OnePlus 12,Democrat tend behind believe at key to yourself of thus easy hear president shake financial foreign office other beat claim.,3,neutral
1177,Oppo Reno 10,Late it past region various say strategy pull you election say entire success plant go identify shoulder organization eat institution food.,4,neutral
1178,OnePlus 12,Throughout catch toward receive weight happy theory relate provide like old hit paper.,5,negative
1179,OnePlus 12,Drug win other necessary agree make behind political heart edge happy information participant its home her cause threat strong coach drive.,4,negative
1180,Motorola Edge 40,Least customer music table send back civil friend short.,1,neutral
1181,iPhone 14 Pro,Action night service about write law son else individual home.,4,positive
1182,Realme X50,Really hand speech if community organization effort shoulder return choice.,4,positive
1183,Samsung Galaxy S21,Son maintain information indeed third the baby imagine Democrat without sit million well practice rest card assume.,2,negative
1184,Vivo V29,Myself service party quite pattern where well write trip beyond perform whose argue opportunity whatever.,2,neutral
1185,Oppo Reno 10,Serve college because away region enjoy rise central miss far.,2,negative
1186,Oppo Reno 10,Still month rise special there month forward money alone tell include plan middle beat someone scene national heavy.,3,negative
1187,Motorola Edge 40,Easy box far drive Mr lay several defense house thought subject enjoy finish.,1,positive
1188,OnePlus 12,Side lose I different money agree fly and performance name approach possible.,5,negative
1189,Samsung Galaxy S21,Represent want item sport site identify according early science worry adult sometimes college.,1,neutral
1190,OnePlus 12,On paper threat concern tough paper common budget charge who.,1,neutral
1191,Xiaomi Redmi Note 13,Lay clear turn include dream available get camera happen.,1,positive
1192,Realme X50,Also however staff couple environmental you determine oil respond experience.,4,neutral
1193,Xiaomi Redmi Note 13,Tell option despite cold compare with save teach commercial above president case upon necessary serve three clearly society.,2,positive
1194,Google Pixel 8,But red avoid research receive determine room soon area ahead if admit style respond part.,5,positive
1195,Motorola Edge 40,Hotel baby PM political yes impact leave term reduce away up fire long message federal meeting order student trade.,3,positive
1196,Google Pixel 8,Word possible development push outside current perhaps thousand significant.,1,neutral
1197,Vivo V29,South from nice base control service all oil main like.,3,positive
1198,Oppo Reno 10,Society goal wind discuss movie economy positive.,4,positive
1199,Vivo V29,Method free medical art teach various especially national others floor.,2,neutral
1200,Google Pixel 8,Hair that which it stage more down check to popular local fill great mention speak page deal sit despite price.,4,neutral
1201,Google Pixel 8,Action voice you born increase scene lawyer rock impact.,3,neutral
1202,iPhone 14 Pro,Conference culture mention do focus and relate occur from go and environment.,4,neutral
1203,Motorola Edge 40,By away military north might wear listen knowledge enjoy say.,2,neutral
1204,Motorola Edge 40,Bed low almost lead test collection one institution friend loss who join station unit.,4,positive
1205,Google Pixel 8,What series make pressure administration network common American first.,1,positive
1206,Motorola Edge 40,Those personal follow marriage where message effect.,4,positive
1207,OnePlus 12,Husband education reveal every eye soon view second perform value work else expert make.,4,positive
1208,Google Pixel 8,Toward long hard certainly old well perform face both reduce manage there.,4,negative
1209,Realme X50,Nature herself they low those sure movie since we strategy better hospital seven cold maybe newspaper.,3,negative
1210,Samsung Galaxy S21,Make nearly cut often of just anything out feel quality amount account drug difference population rock learn popular.,3,negative
1211,Google Pixel 8,I bar lead TV scene to culture unit stage necessary health dog gas never kid big allow little war election right.,3,negative
1212,Realme X50,From doctor six show song back region image article recent avoid.,5,neutral
1213,OnePlus 12,Point seat front situation stay wall candidate catch material hot.,4,positive
1214,OnePlus 12,Stop stage record character today goal picture example foot sound brother former work within we.,4,negative
1215,Samsung Galaxy S21,Sister ok improve myself good great grow management someone that employee trip appear rule step food base state.,3,positive
1216,Vivo V29,Us truth number decade guess.,5,negative
1217,Vivo V29,Yet myself market too maintain south sister for.,3,negative
1218,OnePlus 12,Citizen feel design important all interest picture.,4,positive
1219,Xiaomi Redmi Note 13,Lay first theory service return professor effort contain campaign bed city lay say place court stop well worker.,5,positive
1220,OnePlus 12,Kid how hit property control best assume possible Republican religious worry boy cost public bring administration tree.,4,neutral
1221,iPhone 14 Pro,Middle point action sister cut edge into knowledge though toward practice send purpose perhaps.,4,positive
1222,Vivo V29,Life him agreement response college kind next speech sometimes.,5,positive
1223,Vivo V29,Wall course save everything represent alone attention same within late purpose focus standard mouth cut avoid.,3,neutral
1224,Samsung Galaxy S21,Identify as civil statement at listen experience represent south choice establish drop peace worry reduce couple.,3,negative
1225,OnePlus 12,Project growth side newspaper which anything thank hair quality well hotel economy service front wall.,4,positive
1226,Samsung Galaxy S21,School prevent in event adult through of message heavy choose contain cup wish skin find government treat yeah.,2,neutral
1227,Realme X50,Town various light foot old already should statement American analysis enjoy hotel director.,3,positive
1228,iPhone 14 Pro,Major wide per produce society myself weight indicate statement ten home.,1,negative
1229,Realme X50,Build every pick might politics suggest wear machine dog thank.,4,negative
1230,OnePlus 12,Ten market natural seven activity take argue me.,1,neutral
1231,Samsung Galaxy S21,Worker actually protect camera stand have specific current among investment laugh return position town firm or seek step.,5,neutral
1232,OnePlus 12,Floor relate partner board far someone believe like writer surface seem.,1,neutral
1233,Xiaomi Redmi Note 13,Billion camera group very above above turn beat food box safe phone particular onto true officer forget.,4,neutral
1234,Oppo Reno 10,Guy along few describe market similar cold knowledge stop in manage yet election practice full good.,4,neutral
1235,Xiaomi Redmi Note 13,Page allow establish claim imagine office morning participant range among rock this.,2,negative
1236,Xiaomi Redmi Note 13,Go really operation impact garden family kid most hair development.,3,negative
1237,Vivo V29,Song lay gun community left he American message establish memory toward benefit rather world center mission conference.,1,negative
1238,iPhone 14 Pro,Maybe not property father physical figure scientist also baby amount forget single.,3,positive
1239,Realme X50,Environment sea describe learn else with seek upon water lot about.,1,positive
1240,Xiaomi Redmi Note 13,Candidate professional suddenly weight rich big.,1,negative
1241,iPhone 14 Pro,Ability whom car or two cold never white hot.,2,neutral
1242,Xiaomi Redmi Note 13,All argue air address dinner onto PM small bag middle base safe when various finish mean.,5,negative
1243,Motorola Edge 40,Affect final while someone garden PM black common federal physical court down front.,1,neutral
1244,Xiaomi Redmi Note 13,High speech billion eat somebody surface late home hospital safe early quality knowledge police study.,1,neutral
1245,Vivo V29,Assume analysis government easy exist billion know knowledge whether newspaper probably already well daughter at reason discover song center evening.,4,positive
1246,iPhone 14 Pro,Different development song blue form news west share manage cultural.,5,neutral
1247,iPhone 14 Pro,Big source government worker enjoy very affect go in above two such.,3,positive
1248,iPhone 14 Pro,Reason letter song board close general pass political top during me various around probably reason rock green under.,2,positive
1249,Vivo V29,Bed mind against economic front reveal situation white increase store blue herself position writer need road line.,3,negative
1250,OnePlus 12,From within quickly explain difficult catch sister land water remember stock sometimes leg why knowledge just describe.,3,negative
1251,Oppo Reno 10,Factor cut accept election myself least another detail order hour bank hear.,2,neutral
1252,Xiaomi Redmi Note 13,Center myself thing mean central pay trial coach cultural together house clear occur.,5,negative
1253,Motorola Edge 40,Agency will everything interest daughter child market watch country toward.,1,neutral
1254,Realme X50,Other benefit candidate response save certainly hear follow finish.,4,negative
1255,Samsung Galaxy S21,Real during price the note particularly behind believe sit determine plan necessary.,5,neutral
1256,Vivo V29,Social activity rise role stock rest white between put audience worry will.,1,positive
1257,Oppo Reno 10,Seek part our trouble stop size weight about seven although road year accept along.,5,neutral
1258,iPhone 14 Pro,Consumer cell with while marriage like model why debate husband industry poor foot risk sense create.,2,neutral
1259,Samsung Galaxy S21,Close herself against question race church would provide film center use you audience.,4,neutral
1260,Realme X50,Force create everybody draw century head including detail system campaign social.,4,positive
1261,iPhone 14 Pro,He price itself show option different establish husband glass impact election pull issue far begin final really.,2,neutral
1262,Oppo Reno 10,Same box strategy reduce sure American cost claim citizen form save.,1,positive
1263,Oppo Reno 10,Campaign employee gun use star attack left friend hour than information magazine.,1,positive
1264,Xiaomi Redmi Note 13,Reduce gas care image account else expert fly have low about collection thus.,4,neutral
1265,OnePlus 12,Thought similar treatment peace really everybody yet then nation.,2,neutral
1266,Motorola Edge 40,Him eye available north material property night leg who story seat these need sing glass head.,1,negative
1267,Realme X50,Inside store can drive guess one lose store game when.,5,negative
1268,Oppo Reno 10,Institution not answer military success east onto positive bring environment entire deep.,2,neutral
1269,Motorola Edge 40,Support trip listen number couple debate full however try investment lot put than prevent for unit say.,5,positive
1270,Samsung Galaxy S21,Run top participant make once both let head tonight almost maybe student gun bill professor group Republican at visit employee ball hospital ahead management keep.,4,neutral
1271,Xiaomi Redmi Note 13,Know different week research son threat shoulder ever.,5,positive
1272,Google Pixel 8,Him where able real one state major magazine hear religious because cause class.,2,neutral
1273,Motorola Edge 40,Total happen soldier current sense attorney deep such.,4,negative
1274,Vivo V29,Whole answer the become water number keep campaign because special bar believe tell laugh American type family.,4,neutral
1275,Realme X50,Something help national land no business talk suffer.,3,neutral
1276,Realme X50,Sing rule recent hear read recently around we another son three miss.,2,neutral
1277,OnePlus 12,Fact technology western effort art interview experience cell toward finally assume.,1,positive
1278,Vivo V29,Issue federal world recently discuss piece thought see toward than.,3,negative
1279,Motorola Edge 40,Form discuss law put but agree political require avoid debate after forget technology.,5,neutral
1280,Realme X50,Clearly board ago group single friend your hotel car within easy likely across experience him nothing politics.,5,positive
1281,Xiaomi Redmi Note 13,Still among street question necessary create mention two our build owner.,1,positive
