review_id,review_text,sentiment_hint
1009,The camera performs exceptionally well in daylight. Phone lags when running heavy apps.,Neutral
1010,Battery heats up during gaming sessions. Smooth display experience because of high refresh rate.,Positive
1011,Charging is slow compared to competitors. Sound crackles at high volume.,Neutral
1012,Speakers are loud and clear. Display feels dim under sunlight.,Neutral
1013,Smooth display experience because of high refresh rate.,Neutral
1014,The camera performs exceptionally well in daylight.,Positive
1015,Charging is slow compared to competitors.,Negative
1016,Phone design is sleek and comfortable to hold. Night mode camera shots look impressive.,Positive
1017,Sound crackles at high volume. Gaming performance is average.,Negative
1018,Phone lags when running heavy apps. Feels slightly bulky in hand. Charging is slow compared to competitors.,Neutral
1019,The camera performs exceptionally well in daylight.,Neutral
1020,The camera performs exceptionally well in daylight. Build quality feels premium and sturdy.,Positive
1021,Gaming performance is average. The back panel attracts fingerprints easily.,Neutral
1022,Call quality is excellent.,Negative
1023,Battery drains faster than expected. Call quality is excellent. Night mode camera shots look impressive.,Positive
1024,Call quality is excellent.,Neutral
1025,Battery heats up during gaming sessions. Smooth display experience because of high refresh rate. Audio output is weak and lacks bass.,Neutral
1026,"Multitasking works flawlessly. Camera quality is mediocre, especially indoors.",Positive
1027,The back panel attracts fingerprints easily. Display feels dim under sunlight.,Positive
1028,Feels slightly bulky in hand.,Neutral
1029,Speakers are loud and clear. Battery heats up during gaming sessions. Multitasking works flawlessly.,Positive
1030,Gaming performance is average. The camera performs exceptionally well in daylight.,Negative
1031,Feels slightly bulky in hand. Colors on the screen look washed out.,Neutral
1032,Audio output is weak and lacks bass. Multitasking works flawlessly.,Negative
1033,Performance is super smooth with no lag.,Negative
1034,"The display is bright and vibrant. Phone lags when running heavy apps. Camera quality is mediocre, especially indoors.",Negative
1035,Camera tends to overexpose images sometimes. Phone design is sleek and comfortable to hold. The display is bright and vibrant.,Negative
1036,Battery drains faster than expected.,Positive
1037,Charging is slow compared to competitors. Call quality is excellent. Feels slightly bulky in hand.,Neutral
1038,Battery heats up during gaming sessions.,Positive
1039,Night mode camera shots look impressive. Phone design is sleek and comfortable to hold.,Positive
1040,Battery backup is solid and lasts all day.,Positive
1041,Camera tends to overexpose images sometimes.,Positive
1042,The back panel attracts fingerprints easily.,Positive
1043,"Performance is super smooth with no lag. Camera quality is mediocre, especially indoors.",Neutral
1044,Night mode camera shots look impressive.,Negative
1045,"Camera quality is mediocre, especially indoors. Phone design is sleek and comfortable to hold.",Neutral
1046,Smooth display experience because of high refresh rate.,Negative
1047,Phone lags when running heavy apps. Sound crackles at high volume.,Negative
1048,Night mode camera shots look impressive.,Neutral
1049,Night mode camera shots look impressive.,Positive
1050,Battery backup is solid and lasts all day.,Positive
1051,Colors on the screen look washed out.,Neutral
1052,Charging is slow compared to competitors.,Neutral
1053,Multitasking works flawlessly.,Negative
1054,Colors on the screen look washed out.,Negative
1055,Build quality feels premium and sturdy.,Neutral
1056,"Charging is slow compared to competitors. Camera quality is mediocre, especially indoors. Performance is super smooth with no lag.",Neutral
1057,Camera tends to overexpose images sometimes. Speakers are loud and clear. Phone lags when running heavy apps.,Negative
1058,Sound crackles at high volume. The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Negative
1059,Battery drains faster than expected.,Negative
1060,Charging is slow compared to competitors. Smooth display experience because of high refresh rate.,Negative
1061,Performance is super smooth with no lag. The camera performs exceptionally well in daylight.,Neutral
1062,Battery backup is solid and lasts all day. Multitasking works flawlessly.,Positive
1063,Gaming performance is average. Battery backup is solid and lasts all day.,Positive
1064,Sound crackles at high volume.,Positive
1065,Phone design is sleek and comfortable to hold. Battery backup is solid and lasts all day. Performance is super smooth with no lag.,Negative
1066,Smooth display experience because of high refresh rate. Feels slightly bulky in hand.,Positive
1067,Display feels dim under sunlight.,Neutral
1068,The camera performs exceptionally well in daylight. Multitasking works flawlessly.,Neutral
1069,Speakers are loud and clear.,Negative
1070,Performance is super smooth with no lag. The back panel attracts fingerprints easily. Call quality is excellent.,Positive
1071,Colors on the screen look washed out. Performance is super smooth with no lag. Battery heats up during gaming sessions.,Positive
1072,The display is bright and vibrant. Performance is super smooth with no lag. Battery backup is solid and lasts all day.,Negative
1073,The back panel attracts fingerprints easily. Battery heats up during gaming sessions. Phone lags when running heavy apps.,Neutral
1074,Audio output is weak and lacks bass.,Positive
1075,Performance is super smooth with no lag. Battery drains faster than expected. The camera performs exceptionally well in daylight.,Neutral
1076,Performance is super smooth with no lag. Speakers are loud and clear.,Positive
1077,Multitasking works flawlessly.,Negative
1078,Battery drains faster than expected. Sound crackles at high volume. Display feels dim under sunlight.,Neutral
1079,Performance is super smooth with no lag.,Neutral
1080,Battery drains faster than expected.,Neutral
1081,Phone design is sleek and comfortable to hold.,Neutral
1082,Build quality feels premium and sturdy. Call quality is excellent.,Negative
1083,Smooth display experience because of high refresh rate. Night mode camera shots look impressive.,Negative
1084,Colors on the screen look washed out. Battery backup is solid and lasts all day.,Negative
1085,Night mode camera shots look impressive. Colors on the screen look washed out. Sound crackles at high volume.,Positive
1086,The camera performs exceptionally well in daylight. Smooth display experience because of high refresh rate.,Negative
1087,Phone design is sleek and comfortable to hold. Smooth display experience because of high refresh rate.,Negative
1088,Smooth display experience because of high refresh rate.,Positive
1089,Phone design is sleek and comfortable to hold.,Negative
1090,Sound crackles at high volume. Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Positive
1091,Multitasking works flawlessly. Sound crackles at high volume.,Positive
1092,Colors on the screen look washed out.,Negative
1093,Battery drains faster than expected. Call quality is excellent.,Negative
1094,Audio output is weak and lacks bass. Battery backup is solid and lasts all day. Phone design is sleek and comfortable to hold.,Neutral
1095,The camera performs exceptionally well in daylight. Gaming performance is average. Speakers are loud and clear.,Positive
1096,Build quality feels premium and sturdy. Camera tends to overexpose images sometimes.,Positive
1097,Phone lags when running heavy apps. Colors on the screen look washed out. Phone design is sleek and comfortable to hold.,Negative
1098,Audio output is weak and lacks bass.,Positive
1099,"Colors on the screen look washed out. Camera quality is mediocre, especially indoors. Multitasking works flawlessly.",Positive
1100,Camera tends to overexpose images sometimes.,Positive
1101,Battery backup is solid and lasts all day. Performance is super smooth with no lag.,Negative
1102,Speakers are loud and clear. Multitasking works flawlessly. Battery backup is solid and lasts all day.,Negative
1103,Battery drains faster than expected. Audio output is weak and lacks bass.,Negative
1104,Night mode camera shots look impressive. Speakers are loud and clear. Multitasking works flawlessly.,Positive
1105,Colors on the screen look washed out.,Negative
1106,Audio output is weak and lacks bass.,Negative
1107,Call quality is excellent. Camera tends to overexpose images sometimes. Performance is super smooth with no lag.,Positive
1108,Night mode camera shots look impressive. Colors on the screen look washed out.,Negative
1109,Battery backup is solid and lasts all day.,Neutral
1110,Build quality feels premium and sturdy.,Negative
1111,Phone lags when running heavy apps. Night mode camera shots look impressive.,Neutral
1112,Display feels dim under sunlight. Multitasking works flawlessly. Sound crackles at high volume.,Neutral
1113,Sound crackles at high volume. Charging is slow compared to competitors.,Positive
1114,The back panel attracts fingerprints easily. The display is bright and vibrant.,Neutral
1115,Battery backup is solid and lasts all day. Call quality is excellent.,Neutral
1116,Battery heats up during gaming sessions. Phone lags when running heavy apps.,Neutral
1117,The back panel attracts fingerprints easily. Phone lags when running heavy apps. Sound crackles at high volume.,Negative
1118,Build quality feels premium and sturdy. Battery heats up during gaming sessions. Speakers are loud and clear.,Negative
1119,Smooth display experience because of high refresh rate. Night mode camera shots look impressive. Battery drains faster than expected.,Negative
1120,Phone lags when running heavy apps. Audio output is weak and lacks bass. Camera tends to overexpose images sometimes.,Negative
1121,Call quality is excellent. Build quality feels premium and sturdy.,Positive
1122,Sound crackles at high volume. Camera tends to overexpose images sometimes.,Negative
1123,Audio output is weak and lacks bass.,Positive
1124,The camera performs exceptionally well in daylight.,Neutral
1125,Camera tends to overexpose images sometimes.,Neutral
1126,The display is bright and vibrant. The back panel attracts fingerprints easily. Battery drains faster than expected.,Positive
1127,Phone design is sleek and comfortable to hold. Audio output is weak and lacks bass.,Positive
1128,Multitasking works flawlessly.,Neutral
1129,Feels slightly bulky in hand. The display is bright and vibrant. Performance is super smooth with no lag.,Positive
1130,"Battery backup is solid and lasts all day. Camera quality is mediocre, especially indoors.",Negative
1131,Sound crackles at high volume. Charging is slow compared to competitors. Colors on the screen look washed out.,Neutral
1132,Phone design is sleek and comfortable to hold.,Neutral
1133,Phone lags when running heavy apps.,Negative
1134,Call quality is excellent.,Positive
1135,Colors on the screen look washed out.,Positive
1136,The camera performs exceptionally well in daylight. Build quality feels premium and sturdy. The display is bright and vibrant.,Positive
1137,Phone design is sleek and comfortable to hold. Multitasking works flawlessly.,Negative
1138,Phone lags when running heavy apps. Call quality is excellent.,Positive
1139,Sound crackles at high volume.,Neutral
1140,Battery heats up during gaming sessions.,Neutral
1141,Gaming performance is average.,Negative
1142,Sound crackles at high volume. The display is bright and vibrant.,Negative
1143,Battery backup is solid and lasts all day.,Neutral
1144,Build quality feels premium and sturdy. Battery heats up during gaming sessions. Phone lags when running heavy apps.,Neutral
1145,Build quality feels premium and sturdy. Smooth display experience because of high refresh rate.,Neutral
1146,The display is bright and vibrant. Call quality is excellent. Phone design is sleek and comfortable to hold.,Negative
1147,The back panel attracts fingerprints easily. Battery backup is solid and lasts all day.,Positive
1148,The display is bright and vibrant.,Neutral
1149,Night mode camera shots look impressive. The display is bright and vibrant. Build quality feels premium and sturdy.,Positive
1150,Speakers are loud and clear. Display feels dim under sunlight. Performance is super smooth with no lag.,Neutral
1151,"Smooth display experience because of high refresh rate. Camera quality is mediocre, especially indoors. Charging is slow compared to competitors.",Negative
1152,Battery heats up during gaming sessions. Smooth display experience because of high refresh rate.,Positive
1153,Speakers are loud and clear. The back panel attracts fingerprints easily. Smooth display experience because of high refresh rate.,Positive
1154,Build quality feels premium and sturdy. Gaming performance is average. Night mode camera shots look impressive.,Positive
1155,Charging is slow compared to competitors. The camera performs exceptionally well in daylight. Smooth display experience because of high refresh rate.,Positive
1156,Build quality feels premium and sturdy. Gaming performance is average. Charging is slow compared to competitors.,Positive
1157,Battery heats up during gaming sessions.,Negative
1158,Multitasking works flawlessly. Speakers are loud and clear.,Negative
1159,Smooth display experience because of high refresh rate. Gaming performance is average. Camera tends to overexpose images sometimes.,Positive
1160,Gaming performance is average.,Negative
1161,"Camera quality is mediocre, especially indoors. Feels slightly bulky in hand.",Positive
1162,Performance is super smooth with no lag.,Negative
1163,Audio output is weak and lacks bass. The display is bright and vibrant. Battery drains faster than expected.,Positive
1164,Battery backup is solid and lasts all day. The camera performs exceptionally well in daylight.,Negative
1165,Build quality feels premium and sturdy. Smooth display experience because of high refresh rate.,Negative
1166,The camera performs exceptionally well in daylight. The display is bright and vibrant. Performance is super smooth with no lag.,Neutral
1167,Battery drains faster than expected. Display feels dim under sunlight. Night mode camera shots look impressive.,Neutral
1168,The back panel attracts fingerprints easily.,Positive
1169,Multitasking works flawlessly. Build quality feels premium and sturdy. Battery heats up during gaming sessions.,Positive
1170,Build quality feels premium and sturdy. Multitasking works flawlessly. Speakers are loud and clear.,Positive
1171,Build quality feels premium and sturdy.,Positive
1172,Audio output is weak and lacks bass. Build quality feels premium and sturdy.,Positive
1173,Phone design is sleek and comfortable to hold.,Negative
1174,Colors on the screen look washed out.,Neutral
1175,Phone lags when running heavy apps. Colors on the screen look washed out. Sound crackles at high volume.,Positive
1176,Battery backup is solid and lasts all day.,Positive
1177,Colors on the screen look washed out. Speakers are loud and clear.,Neutral
1178,Charging is slow compared to competitors. Display feels dim under sunlight. Speakers are loud and clear.,Positive
1179,Night mode camera shots look impressive.,Neutral
1180,Colors on the screen look washed out. Gaming performance is average. The back panel attracts fingerprints easily.,Neutral
1181,Charging is slow compared to competitors. Phone design is sleek and comfortable to hold.,Neutral
1182,The camera performs exceptionally well in daylight. The display is bright and vibrant.,Neutral
1183,Smooth display experience because of high refresh rate. Camera tends to overexpose images sometimes. Sound crackles at high volume.,Negative
1184,"Colors on the screen look washed out. Battery heats up during gaming sessions. Camera quality is mediocre, especially indoors.",Positive
1185,Multitasking works flawlessly. The camera performs exceptionally well in daylight.,Neutral
1186,Display feels dim under sunlight. Feels slightly bulky in hand.,Positive
1187,The camera performs exceptionally well in daylight.,Negative
1188,Gaming performance is average. The camera performs exceptionally well in daylight.,Neutral
1189,Night mode camera shots look impressive. Battery backup is solid and lasts all day. Audio output is weak and lacks bass.,Neutral
1190,Colors on the screen look washed out. Battery drains faster than expected. Audio output is weak and lacks bass.,Positive
1191,The back panel attracts fingerprints easily. Battery heats up during gaming sessions.,Positive
1192,Battery heats up during gaming sessions.,Neutral
1193,"Camera quality is mediocre, especially indoors. Sound crackles at high volume.",Positive
1194,Sound crackles at high volume.,Positive
1195,Charging is slow compared to competitors. Gaming performance is average.,Neutral
1196,Battery heats up during gaming sessions. Colors on the screen look washed out. Call quality is excellent.,Neutral
1197,Battery backup is solid and lasts all day. Gaming performance is average.,Positive
1198,Feels slightly bulky in hand. The camera performs exceptionally well in daylight.,Positive
1199,The back panel attracts fingerprints easily.,Neutral
1200,Battery backup is solid and lasts all day. Sound crackles at high volume.,Neutral
1201,Charging is slow compared to competitors. The display is bright and vibrant. Camera tends to overexpose images sometimes.,Positive
1202,Speakers are loud and clear.,Neutral
1203,Battery heats up during gaming sessions. The display is bright and vibrant. Speakers are loud and clear.,Negative
1204,Phone lags when running heavy apps.,Negative
1205,"Sound crackles at high volume. Camera quality is mediocre, especially indoors. Colors on the screen look washed out.",Negative
1206,"Phone lags when running heavy apps. Phone design is sleek and comfortable to hold. Camera quality is mediocre, especially indoors.",Positive
1207,"Camera quality is mediocre, especially indoors.",Negative
1208,Build quality feels premium and sturdy. Multitasking works flawlessly.,Positive
1209,"Camera quality is mediocre, especially indoors. Call quality is excellent.",Positive
1210,Audio output is weak and lacks bass. Camera tends to overexpose images sometimes.,Positive
1211,"Camera quality is mediocre, especially indoors. Battery drains faster than expected.",Negative
1212,Phone design is sleek and comfortable to hold.,Neutral
1213,Feels slightly bulky in hand. Audio output is weak and lacks bass.,Negative
1214,Colors on the screen look washed out. Multitasking works flawlessly.,Positive
1215,Gaming performance is average.,Neutral
1216,Gaming performance is average. Night mode camera shots look impressive.,Negative
1217,The back panel attracts fingerprints easily. Camera tends to overexpose images sometimes. Battery backup is solid and lasts all day.,Positive
1218,Phone design is sleek and comfortable to hold. The camera performs exceptionally well in daylight.,Neutral
1219,Multitasking works flawlessly.,Positive
1220,Display feels dim under sunlight. Build quality feels premium and sturdy.,Positive
1221,Phone design is sleek and comfortable to hold.,Positive
1222,Smooth display experience because of high refresh rate.,Negative
1223,Battery heats up during gaming sessions. Speakers are loud and clear.,Positive
1224,Night mode camera shots look impressive. The back panel attracts fingerprints easily. Sound crackles at high volume.,Neutral
1225,Gaming performance is average.,Neutral
1226,Battery drains faster than expected. Phone lags when running heavy apps.,Neutral
1227,Audio output is weak and lacks bass. Charging is slow compared to competitors. Colors on the screen look washed out.,Negative
1228,Colors on the screen look washed out.,Negative
1229,"Camera quality is mediocre, especially indoors.",Neutral
1230,Battery heats up during gaming sessions.,Neutral
1231,Build quality feels premium and sturdy. The camera performs exceptionally well in daylight. Gaming performance is average.,Negative
1232,Performance is super smooth with no lag. Charging is slow compared to competitors. The display is bright and vibrant.,Neutral
1233,The camera performs exceptionally well in daylight. Charging is slow compared to competitors. Call quality is excellent.,Neutral
1234,Gaming performance is average. Charging is slow compared to competitors. Sound crackles at high volume.,Negative
1235,Battery drains faster than expected. Call quality is excellent. The display is bright and vibrant.,Positive
1236,Audio output is weak and lacks bass.,Neutral
1237,The display is bright and vibrant. Phone lags when running heavy apps.,Negative
1238,Speakers are loud and clear. The camera performs exceptionally well in daylight. Build quality feels premium and sturdy.,Neutral
1239,"Camera quality is mediocre, especially indoors.",Neutral
1240,Feels slightly bulky in hand. Sound crackles at high volume.,Negative
1241,Colors on the screen look washed out. The camera performs exceptionally well in daylight.,Negative
1242,Build quality feels premium and sturdy.,Neutral
1243,Build quality feels premium and sturdy.,Negative
1244,Display feels dim under sunlight. Feels slightly bulky in hand. Multitasking works flawlessly.,Negative
1245,Call quality is excellent. The camera performs exceptionally well in daylight.,Negative
1246,The back panel attracts fingerprints easily.,Negative
1247,The camera performs exceptionally well in daylight. Call quality is excellent.,Negative
1248,Battery backup is solid and lasts all day. The display is bright and vibrant. Gaming performance is average.,Positive
1249,Speakers are loud and clear. The camera performs exceptionally well in daylight. Feels slightly bulky in hand.,Positive
1250,Phone lags when running heavy apps.,Positive
1251,"Camera quality is mediocre, especially indoors. Phone design is sleek and comfortable to hold.",Negative
1252,Charging is slow compared to competitors. Display feels dim under sunlight. Audio output is weak and lacks bass.,Positive
1253,The display is bright and vibrant. Gaming performance is average. Speakers are loud and clear.,Negative
1254,Display feels dim under sunlight. Camera tends to overexpose images sometimes. Build quality feels premium and sturdy.,Neutral
1255,Battery drains faster than expected.,Neutral
1256,Multitasking works flawlessly. Audio output is weak and lacks bass.,Neutral
1257,Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Negative
1258,"Camera quality is mediocre, especially indoors. Battery backup is solid and lasts all day.",Negative
1259,Night mode camera shots look impressive. Display feels dim under sunlight.,Neutral
1260,Feels slightly bulky in hand. Battery drains faster than expected.,Positive
1261,Phone lags when running heavy apps.,Negative
1262,The display is bright and vibrant.,Neutral
1263,Build quality feels premium and sturdy. Charging is slow compared to competitors. Colors on the screen look washed out.,Positive
1264,The back panel attracts fingerprints easily. Audio output is weak and lacks bass. Battery drains faster than expected.,Negative
1265,Display feels dim under sunlight.,Positive
1266,Smooth display experience because of high refresh rate.,Positive
1267,Colors on the screen look washed out. The camera performs exceptionally well in daylight. Build quality feels premium and sturdy.,Positive
1268,Build quality feels premium and sturdy. Audio output is weak and lacks bass.,Neutral
1269,Audio output is weak and lacks bass. Performance is super smooth with no lag.,Negative
1270,Night mode camera shots look impressive. Battery drains faster than expected. Smooth display experience because of high refresh rate.,Neutral
1271,Camera tends to overexpose images sometimes. Battery backup is solid and lasts all day. Performance is super smooth with no lag.,Positive
1272,The back panel attracts fingerprints easily.,Negative
1273,Phone design is sleek and comfortable to hold.,Negative
1274,Gaming performance is average.,Positive
1275,"Phone design is sleek and comfortable to hold. Camera quality is mediocre, especially indoors.",Positive
1276,Battery drains faster than expected. Multitasking works flawlessly.,Neutral
1277,Battery drains faster than expected. Performance is super smooth with no lag.,Neutral
1278,Camera tends to overexpose images sometimes.,Neutral
1279,Phone lags when running heavy apps. Phone design is sleek and comfortable to hold. Battery backup is solid and lasts all day.,Neutral
1280,Speakers are loud and clear.,Neutral
1281,Speakers are loud and clear. Feels slightly bulky in hand. Camera tends to overexpose images sometimes.,Negative
1282,Phone design is sleek and comfortable to hold. Call quality is excellent. Colors on the screen look washed out.,Neutral
1283,Colors on the screen look washed out.,Positive
1284,Sound crackles at high volume. The back panel attracts fingerprints easily.,Negative
1285,Sound crackles at high volume.,Positive
1286,Performance is super smooth with no lag. Colors on the screen look washed out.,Neutral
1287,Speakers are loud and clear. The display is bright and vibrant. Camera tends to overexpose images sometimes.,Neutral
1288,Smooth display experience because of high refresh rate. Multitasking works flawlessly.,Positive
1289,Battery backup is solid and lasts all day.,Negative
1290,Audio output is weak and lacks bass. Smooth display experience because of high refresh rate.,Positive
1291,Sound crackles at high volume. Battery drains faster than expected. Night mode camera shots look impressive.,Positive
1292,Display feels dim under sunlight.,Negative
1293,Battery backup is solid and lasts all day. Audio output is weak and lacks bass. Multitasking works flawlessly.,Negative
1294,Night mode camera shots look impressive.,Negative
1295,Call quality is excellent. Night mode camera shots look impressive. Display feels dim under sunlight.,Negative
1296,"Sound crackles at high volume. Camera quality is mediocre, especially indoors.",Positive
1297,The display is bright and vibrant. Sound crackles at high volume. Phone design is sleek and comfortable to hold.,Neutral
1298,Battery drains faster than expected.,Positive
1299,Speakers are loud and clear. Multitasking works flawlessly.,Negative
1300,Charging is slow compared to competitors. Multitasking works flawlessly. Speakers are loud and clear.,Negative
1301,Call quality is excellent.,Neutral
1302,Battery heats up during gaming sessions.,Negative
1303,Display feels dim under sunlight. Phone lags when running heavy apps.,Neutral
1304,Charging is slow compared to competitors. Build quality feels premium and sturdy. Performance is super smooth with no lag.,Negative
1305,Battery drains faster than expected. Feels slightly bulky in hand.,Negative
1306,Build quality feels premium and sturdy.,Negative
1307,Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Negative
1308,Speakers are loud and clear. Feels slightly bulky in hand. Camera tends to overexpose images sometimes.,Positive
1309,Multitasking works flawlessly. Phone design is sleek and comfortable to hold.,Neutral
1310,The back panel attracts fingerprints easily.,Neutral
1311,Call quality is excellent. Battery drains faster than expected. Colors on the screen look washed out.,Neutral
1312,Audio output is weak and lacks bass.,Positive
1313,"Camera quality is mediocre, especially indoors.",Negative
1314,The display is bright and vibrant.,Negative
1315,The display is bright and vibrant. The back panel attracts fingerprints easily. Camera tends to overexpose images sometimes.,Neutral
1316,Call quality is excellent.,Neutral
1317,Audio output is weak and lacks bass. Multitasking works flawlessly. Phone design is sleek and comfortable to hold.,Positive
1318,Speakers are loud and clear. The camera performs exceptionally well in daylight.,Neutral
1319,The camera performs exceptionally well in daylight.,Neutral
1320,Feels slightly bulky in hand. Phone lags when running heavy apps.,Neutral
1321,Speakers are loud and clear. Charging is slow compared to competitors.,Positive
1322,Speakers are loud and clear. Performance is super smooth with no lag.,Positive
1323,Gaming performance is average.,Negative
1324,The back panel attracts fingerprints easily. Camera tends to overexpose images sometimes. Audio output is weak and lacks bass.,Positive
1325,"Colors on the screen look washed out. Camera quality is mediocre, especially indoors. Speakers are loud and clear.",Neutral
1326,The camera performs exceptionally well in daylight.,Positive
1327,Display feels dim under sunlight.,Positive
1328,"Camera quality is mediocre, especially indoors. Battery drains faster than expected.",Neutral
1329,Performance is super smooth with no lag. Feels slightly bulky in hand. Display feels dim under sunlight.,Neutral
1330,Call quality is excellent. Phone design is sleek and comfortable to hold. Phone lags when running heavy apps.,Positive
1331,Battery heats up during gaming sessions. Speakers are loud and clear. Gaming performance is average.,Negative
1332,The camera performs exceptionally well in daylight. Multitasking works flawlessly. Sound crackles at high volume.,Neutral
1333,Audio output is weak and lacks bass. Build quality feels premium and sturdy. Gaming performance is average.,Positive
1334,Performance is super smooth with no lag. Battery drains faster than expected. Smooth display experience because of high refresh rate.,Positive
1335,Feels slightly bulky in hand. Multitasking works flawlessly.,Neutral
1336,The display is bright and vibrant.,Neutral
1337,The display is bright and vibrant. Multitasking works flawlessly.,Negative
1338,The camera performs exceptionally well in daylight. Call quality is excellent. Smooth display experience because of high refresh rate.,Negative
1339,Night mode camera shots look impressive. Phone lags when running heavy apps.,Negative
1340,Battery heats up during gaming sessions. Display feels dim under sunlight.,Negative
1341,Audio output is weak and lacks bass.,Positive
1342,Colors on the screen look washed out.,Positive
1343,Multitasking works flawlessly. Smooth display experience because of high refresh rate. Sound crackles at high volume.,Negative
1344,Audio output is weak and lacks bass. Colors on the screen look washed out.,Positive
1345,Smooth display experience because of high refresh rate.,Neutral
1346,Camera tends to overexpose images sometimes. The display is bright and vibrant. Gaming performance is average.,Neutral
1347,"Charging is slow compared to competitors. Phone design is sleek and comfortable to hold. Camera quality is mediocre, especially indoors.",Neutral
1348,The display is bright and vibrant. Multitasking works flawlessly.,Neutral
1349,Gaming performance is average. Call quality is excellent.,Negative
1350,Call quality is excellent. The display is bright and vibrant.,Positive
1351,"Smooth display experience because of high refresh rate. Sound crackles at high volume. Camera quality is mediocre, especially indoors.",Positive
1352,Phone lags when running heavy apps. Battery drains faster than expected. Sound crackles at high volume.,Positive
1353,Speakers are loud and clear. Phone lags when running heavy apps.,Neutral
1354,Display feels dim under sunlight. Battery drains faster than expected.,Positive
1355,Audio output is weak and lacks bass.,Negative
1356,The display is bright and vibrant. Phone design is sleek and comfortable to hold.,Neutral
1357,"Feels slightly bulky in hand. Camera quality is mediocre, especially indoors. Audio output is weak and lacks bass.",Positive
1358,Feels slightly bulky in hand.,Positive
1359,Build quality feels premium and sturdy.,Neutral
1360,Sound crackles at high volume. Smooth display experience because of high refresh rate.,Positive
1361,"Camera quality is mediocre, especially indoors.",Negative
1362,"Camera quality is mediocre, especially indoors. Display feels dim under sunlight. Multitasking works flawlessly.",Neutral
1363,Phone lags when running heavy apps. Call quality is excellent.,Negative
1364,The camera performs exceptionally well in daylight. The back panel attracts fingerprints easily. Call quality is excellent.,Negative
1365,Smooth display experience because of high refresh rate. Battery drains faster than expected.,Positive
1366,Performance is super smooth with no lag. Speakers are loud and clear.,Positive
1367,Audio output is weak and lacks bass. The back panel attracts fingerprints easily.,Neutral
1368,Display feels dim under sunlight. Battery heats up during gaming sessions.,Neutral
1369,Speakers are loud and clear.,Positive
1370,Night mode camera shots look impressive. Battery backup is solid and lasts all day.,Neutral
1371,The back panel attracts fingerprints easily. Display feels dim under sunlight. Performance is super smooth with no lag.,Positive
1372,Gaming performance is average.,Positive
1373,Battery backup is solid and lasts all day. The back panel attracts fingerprints easily.,Positive
1374,The back panel attracts fingerprints easily.,Neutral
1375,Call quality is excellent.,Negative
1376,Speakers are loud and clear.,Neutral
1377,The camera performs exceptionally well in daylight. Battery backup is solid and lasts all day. Smooth display experience because of high refresh rate.,Negative
1378,The camera performs exceptionally well in daylight. Battery backup is solid and lasts all day.,Neutral
1379,Multitasking works flawlessly.,Negative
1380,Gaming performance is average.,Neutral
1381,Night mode camera shots look impressive. Phone lags when running heavy apps.,Negative
1382,Charging is slow compared to competitors.,Positive
1383,Camera tends to overexpose images sometimes.,Negative
1384,Night mode camera shots look impressive.,Negative
1385,"Camera quality is mediocre, especially indoors. Battery heats up during gaming sessions.",Negative
1386,Speakers are loud and clear. Performance is super smooth with no lag. Battery backup is solid and lasts all day.,Positive
1387,The back panel attracts fingerprints easily. The camera performs exceptionally well in daylight.,Neutral
1388,Phone lags when running heavy apps. Call quality is excellent.,Neutral
1389,The camera performs exceptionally well in daylight. The display is bright and vibrant.,Negative
1390,Gaming performance is average. Display feels dim under sunlight.,Positive
1391,Call quality is excellent.,Neutral
1392,Call quality is excellent.,Negative
1393,"Camera quality is mediocre, especially indoors.",Neutral
1394,Phone lags when running heavy apps. Colors on the screen look washed out.,Negative
1395,Call quality is excellent.,Positive
1396,Phone design is sleek and comfortable to hold. Display feels dim under sunlight.,Neutral
1397,Smooth display experience because of high refresh rate. Sound crackles at high volume. Performance is super smooth with no lag.,Negative
1398,Call quality is excellent. Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Positive
1399,Night mode camera shots look impressive.,Neutral
1400,Multitasking works flawlessly.,Negative
1401,Feels slightly bulky in hand. Speakers are loud and clear.,Positive
1402,The back panel attracts fingerprints easily.,Negative
1403,Call quality is excellent.,Negative
1404,The display is bright and vibrant.,Neutral
1405,The back panel attracts fingerprints easily. Sound crackles at high volume.,Positive
1406,Camera tends to overexpose images sometimes. Colors on the screen look washed out.,Negative
1407,Battery backup is solid and lasts all day.,Negative
1408,Gaming performance is average.,Positive
1409,"Camera quality is mediocre, especially indoors. Gaming performance is average. Speakers are loud and clear.",Neutral
1410,The display is bright and vibrant. Phone design is sleek and comfortable to hold.,Positive
1411,Audio output is weak and lacks bass. Phone lags when running heavy apps.,Positive
1412,Call quality is excellent.,Negative
1413,Battery drains faster than expected. The back panel attracts fingerprints easily.,Negative
1414,Gaming performance is average. Battery drains faster than expected.,Positive
1415,Call quality is excellent. Battery heats up during gaming sessions. Smooth display experience because of high refresh rate.,Neutral
1416,Battery backup is solid and lasts all day. Multitasking works flawlessly.,Positive
1417,Battery heats up during gaming sessions.,Neutral
1418,Colors on the screen look washed out. Phone design is sleek and comfortable to hold. Camera tends to overexpose images sometimes.,Neutral
1419,Sound crackles at high volume. The back panel attracts fingerprints easily.,Negative
