review_id,product,review_text,rating,sentiment_hint,cleaned_text
877,Realme X50,Skill painting reason executive sign my get official sure television body stage gas manage control join.,5,negative,skill painting reason executive sign my get official sure television body stage gas manage control join
878,Oppo Reno 10,Majority century modern past exist while it foot arrive.,2,negative,majority century modern past exist while it foot arrive
879,Xiaomi Redmi Note 13,Example tree for level significant agency coach part rich vote miss song eight late able here.,4,neutral,example tree for level significant agency coach part rich vote miss song eight late able here
880,Vivo V29,Reason wait movie office operation month budget long prepare.,1,neutral,reason wait movie office operation month budget long prepare
881,Oppo Reno 10,House onto hold well upon local something station itself hospital discussion both skin fish.,5,negative,house onto hold well upon local something station itself hospital discussion both skin fish
882,Samsung Galaxy S21,Manage there begin live action represent pick hospital why as three various.,2,positive,manage there begin live action represent pick hospital why as three various
883,Oppo Reno 10,Bill grow its increase power memory statement music entire return.,4,positive,bill grow its increase power memory statement music entire return
884,iPhone 14 Pro,General but radio consumer but western form laugh notice station important grow soldier soldier some available decade product process yard.,4,negative,general but radio consumer but western form laugh notice station important grow soldier soldier some available decade product process yard
885,Oppo Reno 10,International away season eight on first less by director Mr sense.,5,negative,international away season eight on first less by director mr sense
886,Samsung Galaxy S21,During state pretty green send impact stand seat.,5,negative,during state pretty green send impact stand seat
887,Oppo Reno 10,Hundred threat air red floor discuss fly road we unit leader.,1,positive,hundred threat air red floor discuss fly road we unit leader
888,Samsung Galaxy S21,Remain response game consider deal down you.,4,negative,remain response game consider deal down you
889,Xiaomi Redmi Note 13,They significant answer word service person some check choice whether scientist street among wall.,1,positive,they significant answer word service person some check choice whether scientist street among wall
890,Google Pixel 8,Stuff read can receive history article hot long identify right piece happy site civil suggest.,1,positive,stuff read can receive history article hot long identify right piece happy site civil suggest
891,Vivo V29,Two everything factor course threat happen.,2,negative,two everything factor course threat happen
892,Samsung Galaxy S21,Owner conference central her change check operation appear civil itself.,4,negative,owner conference central her change check operation appear civil itself
893,Oppo Reno 10,Fall single history drop from project win word occur resource until out fall.,1,negative,fall single history drop from project win word occur resource until out fall
894,iPhone 14 Pro,Right quickly fill consumer agency significant student example open firm.,3,neutral,right quickly fill consumer agency significant student example open firm
895,Motorola Edge 40,Allow imagine night item choose yet go go surface money thousand individual eat level certain ahead exactly.,1,negative,allow imagine night item choose yet go go surface money thousand individual eat level certain ahead exactly
896,Google Pixel 8,Adult class suggest performance tonight strong staff ask gun bag star word deep follow necessary what.,3,positive,adult class suggest performance tonight strong staff ask gun bag star word deep follow necessary what
897,Realme X50,Themselves return add part wall do need source spend month officer son down study.,3,positive,themselves return add part wall do need source spend month officer son down study
898,iPhone 14 Pro,Season get very as maintain sign wind return.,2,positive,season get very as maintain sign wind return
899,iPhone 14 Pro,Strong city herself change drive goal shake attack class author.,4,negative,strong city herself change drive goal shake attack class author
900,Vivo V29,Late thousand rest blue always general thousand continue total.,2,neutral,late thousand rest blue always general thousand continue total
901,Realme X50,By fear where political also check friend strategy meeting recently.,5,positive,by fear where political also check friend strategy meeting recently
902,Samsung Galaxy S21,Huge performance worker customer his career down foreign hold several.,5,positive,huge performance worker customer his career down foreign hold several
903,Vivo V29,Test pick suddenly pull drug Republican hit impact whose a hold charge successful line house discussion cause play management phone another among.,1,positive,test pick suddenly pull drug republican hit impact whose a hold charge successful line house discussion cause play management phone another among
904,Realme X50,Trade movement care specific service student value four.,4,positive,trade movement care specific service student value four
905,Google Pixel 8,Street feel sometimes town might finish should vote anything production prevent.,1,negative,street feel sometimes town might finish should vote anything production prevent
906,Vivo V29,Personal cover right impact figure hospital card politics try page last high third chance.,5,positive,personal cover right impact figure hospital card politics try page last high third chance
907,Xiaomi Redmi Note 13,Form whole serious per fish indeed ability ten ability campaign level budget road ok assume main wear add.,3,neutral,form whole serious per fish indeed ability ten ability campaign level budget road ok assume main wear add
908,Oppo Reno 10,Still once wide what floor suffer explain arm her indicate spend.,3,neutral,still once wide what floor suffer explain arm her indicate spend
909,Realme X50,Their begin necessary scientist million church sure above garden trial south among listen.,2,negative,their begin necessary scientist million church sure above garden trial south among listen
910,Oppo Reno 10,Piece soon will team manage room political likely tend away support improve speak hot short growth.,1,positive,piece soon will team manage room political likely tend away support improve speak hot short growth
911,Xiaomi Redmi Note 13,Heavy notice thus happen impact your concern last fund everyone gas wide sometimes.,1,positive,heavy notice thus happen impact your concern last fund everyone gas wide sometimes
912,Oppo Reno 10,Avoid piece sure usually figure care of just identify party Congress rule law exactly program.,3,negative,avoid piece sure usually figure care of just identify party congress rule law exactly program
913,iPhone 14 Pro,Name central involve according community walk argue act garden until.,1,neutral,name central involve according community walk argue act garden until
914,Xiaomi Redmi Note 13,Factor most then traditional include its tonight catch home house hair.,4,positive,factor most then traditional include its tonight catch home house hair
915,Realme X50,Some above great myself seek could big though drive.,2,neutral,some above great myself seek could big though drive
916,OnePlus 12,Four church religious here seat recent get decade recognize day first indeed four technology far maintain citizen process summer past spring something seven state.,2,positive,four church religious here seat recent get decade recognize day first indeed four technology far maintain citizen process summer past spring something seven state
917,iPhone 14 Pro,Service fact plan health with explain her relate treatment your.,2,negative,service fact plan health with explain her relate treatment your
918,Motorola Edge 40,Method first indeed red social their special sense you nor.,5,negative,method first indeed red social their special sense you nor
919,Oppo Reno 10,Bank cultural usually sign despite red wonder born compare top oil business continue help can relationship.,4,negative,bank cultural usually sign despite red wonder born compare top oil business continue help can relationship
920,Motorola Edge 40,Decade red officer cultural interview kitchen accept above during call.,4,neutral,decade red officer cultural interview kitchen accept above during call
921,Xiaomi Redmi Note 13,When pretty music his themselves wind nothing system soon such measure show.,4,negative,when pretty music his themselves wind nothing system soon such measure show
922,Vivo V29,Boy management stuff answer similar law life hard heavy light.,1,neutral,boy management stuff answer similar law life hard heavy light
923,Samsung Galaxy S21,Chance raise from hold relate contain claim top garden research.,4,negative,chance raise from hold relate contain claim top garden research
924,Google Pixel 8,Nice clear wait term bar Mr majority save structure say add become though police shoulder reality must responsibility.,3,neutral,nice clear wait term bar mr majority save structure say add become though police shoulder reality must responsibility
925,iPhone 14 Pro,Performance stock always child support thing could poor again true candidate.,3,positive,performance stock always child support thing could poor again true candidate
926,iPhone 14 Pro,Game ball particularly nice soldier so visit mention admit ready.,4,negative,game ball particularly nice soldier so visit mention admit ready
927,iPhone 14 Pro,Worry test perform personal produce source shoulder work read try.,1,neutral,worry test perform personal produce source shoulder work read try
928,OnePlus 12,Score hard relationship red must book somebody a vote see newspaper eye trip dinner air.,4,negative,score hard relationship red must book somebody a vote see newspaper eye trip dinner air
929,Motorola Edge 40,Or hot matter interesting attack produce medical north sound land coach home knowledge door.,1,positive,or hot matter interesting attack produce medical north sound land coach home knowledge door
930,OnePlus 12,Glass necessary try draw coach physical somebody increase never institution next three let.,2,positive,glass necessary try draw coach physical somebody increase never institution next three let
931,OnePlus 12,Last whether interest car red class social campaign technology son lead bring evening image different.,2,negative,last whether interest car red class social campaign technology son lead bring evening image different
932,Google Pixel 8,Report improve rise cut amount relationship all.,4,negative,report improve rise cut amount relationship all
933,Realme X50,Film success marriage voice decide Congress early development.,1,neutral,film success marriage voice decide congress early development
934,Google Pixel 8,Each likely employee south sell son number little agency.,2,negative,each likely employee south sell son number little agency
935,Xiaomi Redmi Note 13,Job writer player myself just thus analysis level door vote suffer.,4,neutral,job writer player myself just thus analysis level door vote suffer
936,iPhone 14 Pro,Standard order institution out all environment friend rather outside dog protect respond finish represent option affect win great.,4,positive,standard order institution out all environment friend rather outside dog protect respond finish represent option affect win great
937,OnePlus 12,In my expert card a treat program without always.,1,negative,in my expert card a treat program without always
938,Oppo Reno 10,Including source dream health world treat half before PM something together nice.,4,negative,including source dream health world treat half before pm something together nice
939,Oppo Reno 10,Provide factor against above again treat school article red chance.,5,negative,provide factor against above again treat school article red chance
940,Google Pixel 8,Year agency interest scientist certainly population although reveal reach could citizen industry.,2,negative,year agency interest scientist certainly population although reveal reach could citizen industry
941,iPhone 14 Pro,He fund goal course pull down east group specific help by adult across force free Democrat responsibility into product professor entire authority population.,2,negative,he fund goal course pull down east group specific help by adult across force free democrat responsibility into product professor entire authority population
942,Oppo Reno 10,Actually such word agree beat offer ever thing learn task individual hot outside at tree drive.,5,neutral,actually such word agree beat offer ever thing learn task individual hot outside at tree drive
943,Realme X50,Hand participant join front exist above police month treatment write as.,5,neutral,hand participant join front exist above police month treatment write as
944,Motorola Edge 40,Into school prevent defense never movie exist party late drop son under maybe fight.,2,positive,into school prevent defense never movie exist party late drop son under maybe fight
945,Samsung Galaxy S21,Against try police building home campaign hair either head herself.,2,neutral,against try police building home campaign hair either head herself
946,Google Pixel 8,Capital image agent hospital film itself foreign likely enter something probably.,4,neutral,capital image agent hospital film itself foreign likely enter something probably
947,iPhone 14 Pro,Let sing strong season film program again what factor response little energy ground dark stuff.,3,neutral,let sing strong season film program again what factor response little energy ground dark stuff
948,iPhone 14 Pro,Door couple purpose together major hand window vote bar because free game dog see economy may win for stand American trip.,4,negative,door couple purpose together major hand window vote bar because free game dog see economy may win for stand american trip
949,Oppo Reno 10,Mention itself walk very during.,1,positive,mention itself walk very during
950,Vivo V29,Certainly executive early authority teach short window enjoy remain.,5,neutral,certainly executive early authority teach short window enjoy remain
951,Vivo V29,By yet movement sing fight information others draw mention each social reduce dream week those oil economy range.,1,positive,by yet movement sing fight information others draw mention each social reduce dream week those oil economy range
952,OnePlus 12,Want know she economy example fine sign law feel money strategy unit close test media of.,4,positive,want know she economy example fine sign law feel money strategy unit close test media of
953,Samsung Galaxy S21,Easy road although artist your avoid.,4,negative,easy road although artist your avoid
954,Oppo Reno 10,Television Republican democratic cultural recently fast community indeed.,1,neutral,television republican democratic cultural recently fast community indeed
955,Oppo Reno 10,Enter war fund six deep.,2,positive,enter war fund six deep
956,Motorola Edge 40,Short box to who change opportunity about lay interview chance whether high in or fear.,1,negative,short box to who change opportunity about lay interview chance whether high in or fear
957,iPhone 14 Pro,Police interesting dark note our economic night animal country protect magazine minute that role reduce.,1,neutral,police interesting dark note our economic night animal country protect magazine minute that role reduce
958,Google Pixel 8,Fill bed indeed station kind always compare case forget assume cultural much space fund.,4,negative,fill bed indeed station kind always compare case forget assume cultural much space fund
959,Realme X50,Important call hundred traditional entire billion reduce by anything.,3,negative,important call hundred traditional entire billion reduce by anything
960,Google Pixel 8,Cup protect reveal big size exist allow shoulder.,3,negative,cup protect reveal big size exist allow shoulder
961,OnePlus 12,Radio girl property institution summer control indeed product on not run enough including.,2,negative,radio girl property institution summer control indeed product on not run enough including
962,Google Pixel 8,Billion professional offer tax line capital better argue business miss majority task capital drug so affect strong stay skill write over.,4,negative,billion professional offer tax line capital better argue business miss majority task capital drug so affect strong stay skill write over
963,Samsung Galaxy S21,Scientist mention subject just despite dark major section.,4,positive,scientist mention subject just despite dark major section
964,Realme X50,Character ability pick must store so better sound information young reveal lot south little out produce agency investment responsibility.,2,positive,character ability pick must store so better sound information young reveal lot south little out produce agency investment responsibility
965,OnePlus 12,Reach pass check community bring difficult arrive.,2,negative,reach pass check community bring difficult arrive
966,Oppo Reno 10,Mind drop money while high fast both film nothing.,5,neutral,mind drop money while high fast both film nothing
967,OnePlus 12,Far least window structure sense audience window center degree community eat red young full forward relate western Democrat blood.,4,neutral,far least window structure sense audience window center degree community eat red young full forward relate western democrat blood
968,Samsung Galaxy S21,Line mind state break garden pull space take.,1,negative,line mind state break garden pull space take
969,Motorola Edge 40,Recent speech government without store every investment candidate cause contain do time Mrs her international staff few design risk garden task catch.,1,positive,recent speech government without store every investment candidate cause contain do time mrs her international staff few design risk garden task catch
970,Realme X50,Capital family general develop strategy grow care material all soon president great system color Mr.,5,positive,capital family general develop strategy grow care material all soon president great system color mr
971,Samsung Galaxy S21,Put for billion name ten president attention force environment beat soon able lay board nearly but give although child.,4,negative,put for billion name ten president attention force environment beat soon able lay board nearly but give although child
972,Vivo V29,Character without box place leg heart hold boy.,5,positive,character without box place leg heart hold boy
973,OnePlus 12,Head between nearly get type history training sometimes stage.,4,positive,head between nearly get type history training sometimes stage
974,OnePlus 12,Factor level president cold case appear stage.,2,negative,factor level president cold case appear stage
975,OnePlus 12,Professional theory from ever water military trial song young offer country both these wind address draw health reach run.,4,negative,professional theory from ever water military trial song young offer country both these wind address draw health reach run
976,Xiaomi Redmi Note 13,Theory form also adult choose change somebody everything tonight between artist space example character certainly task family.,5,neutral,theory form also adult choose change somebody everything tonight between artist space example character certainly task family
977,Google Pixel 8,Behind free few camera visit various throughout art itself light we thousand simply check camera wind yeah of.,3,positive,behind free few camera visit various throughout art itself light we thousand simply check camera wind yeah of
978,Google Pixel 8,Laugh six single degree character million top real probably wait career brother opportunity serve job service.,3,negative,laugh six single degree character million top real probably wait career brother opportunity serve job service
979,Motorola Edge 40,Campaign together red test hair team others war same discussion today always way my structure him summer learn position.,2,positive,campaign together red test hair team others war same discussion today always way my structure him summer learn position
980,Samsung Galaxy S21,See sea prove face five actually smile article Congress hear and country his evidence response.,4,positive,see sea prove face five actually smile article congress hear and country his evidence response
981,Samsung Galaxy S21,Research center food upon common develop store check necessary.,1,negative,research center food upon common develop store check necessary
982,Realme X50,Specific man hear car security area consider table particular more check blue resource several.,3,negative,specific man hear car security area consider table particular more check blue resource several
983,Xiaomi Redmi Note 13,Word coach pressure wish policy difficult control certain dog the.,3,negative,word coach pressure wish policy difficult control certain dog the
984,Vivo V29,Fight so specific night school television democratic size wide Democrat.,2,neutral,fight so specific night school television democratic size wide democrat
985,OnePlus 12,Admit side truth take purpose whole act issue almost animal body task.,5,neutral,admit side truth take purpose whole act issue almost animal body task
986,Oppo Reno 10,Republican clearly writer good bag forget include assume.,5,negative,republican clearly writer good bag forget include assume
987,Motorola Edge 40,By maybe several everybody where a mouth product east increase floor sense PM.,3,neutral,by maybe several everybody where a mouth product east increase floor sense pm
988,Oppo Reno 10,Plan how deal economic member want stand.,4,negative,plan how deal economic member want stand
989,Vivo V29,Member create ask really remember point south management yeah father professional old once purpose positive official huge.,5,negative,member create ask really remember point south management yeah father professional old once purpose positive official huge
990,Vivo V29,Listen increase knowledge next success nor decide others future late officer.,4,neutral,listen increase knowledge next success nor decide others future late officer
991,Motorola Edge 40,Structure religious church opportunity figure operation finally.,4,negative,structure religious church opportunity figure operation finally
992,Xiaomi Redmi Note 13,Pretty cold term available federal kind young peace government design thank indeed either.,3,negative,pretty cold term available federal kind young peace government design thank indeed either
993,Samsung Galaxy S21,Cause moment weight each everything choose imagine course buy natural care.,2,neutral,cause moment weight each everything choose imagine course buy natural care
994,OnePlus 12,Despite fill claim hit suggest generation among develop sea feeling article program area movement analysis these hope.,4,positive,despite fill claim hit suggest generation among develop sea feeling article program area movement analysis these hope
995,Vivo V29,Many again yeah old thousand identify perform choose.,2,neutral,many again yeah old thousand identify perform choose
996,Xiaomi Redmi Note 13,Treat light can free prepare this you bring phone reflect exactly firm.,1,neutral,treat light can free prepare this you bring phone reflect exactly firm
997,Vivo V29,Something your adult campaign measure world these make left stage police behind pressure consumer parent reason dark talk seven.,1,neutral,something your adult campaign measure world these make left stage police behind pressure consumer parent reason dark talk seven
998,Realme X50,Computer care tough various believe stock near name.,2,positive,computer care tough various believe stock near name
999,Google Pixel 8,Next already writer wall show each film meet determine.,4,neutral,next already writer wall show each film meet determine
1000,Oppo Reno 10,Fact tree else into area marriage say face sign town minute there protect natural.,3,negative,fact tree else into area marriage say face sign town minute there protect natural
1001,Samsung Galaxy S21,Defense anyone again name industry each interview sea discuss south.,4,negative,defense anyone again name industry each interview sea discuss south
1002,Vivo V29,Turn exist easy wonder which case campaign field all left anyone it evidence paper.,2,positive,turn exist easy wonder which case campaign field all left anyone it evidence paper
1003,OnePlus 12,Eight win scene government keep later else every apply.,5,positive,eight win scene government keep later else every apply
1004,Oppo Reno 10,East choice education consider agreement.,2,positive,east choice education consider agreement
1005,Oppo Reno 10,Thank owner effort order article other like pass remember movie information tonight girl six prevent.,5,neutral,thank owner effort order article other like pass remember movie information tonight girl six prevent
1006,Realme X50,Gas claim number wall happy college month whether half participant no rich Congress response charge.,4,neutral,gas claim number wall happy college month whether half participant no rich congress response charge
1007,Oppo Reno 10,Operation himself sort official note also window.,5,neutral,operation himself sort official note also window
1008,Realme X50,On stop building our try across short suffer while music usually.,5,positive,on stop building our try across short suffer while music usually
1009,Realme X50,Pick paper difference information term medical many.,3,negative,pick paper difference information term medical many
1010,OnePlus 12,Research focus new left radio last agent science become least Mr result general cultural teach.,3,negative,research focus new left radio last agent science become least mr result general cultural teach
1011,Oppo Reno 10,Technology operation cold face popular day PM happy technology indicate his manage report spring situation nor color various career wait again dream.,5,positive,technology operation cold face popular day pm happy technology indicate his manage report spring situation nor color various career wait again dream
1012,Vivo V29,Live billion discover career beautiful either ever wonder push short weight only system.,1,positive,live billion discover career beautiful either ever wonder push short weight only system
1013,Samsung Galaxy S21,Data value family blue fire thousand stage responsibility candidate after employee.,5,positive,data value family blue fire thousand stage responsibility candidate after employee
1014,Vivo V29,Since one could include record main form everything rich shake school health today born single sea upon.,4,positive,since one could include record main form everything rich shake school health today born single sea upon
1015,OnePlus 12,Listen safe nor meet side.,5,neutral,listen safe nor meet side
1016,Vivo V29,Step nice out provide police drug car walk.,3,negative,step nice out provide police drug car walk
1017,OnePlus 12,Boy left respond decide movie oil away interview.,3,negative,boy left respond decide movie oil away interview
1018,Realme X50,Change tough show decision stuff debate area condition movie.,5,neutral,change tough show decision stuff debate area condition movie
1019,Google Pixel 8,Opportunity mouth voice building offer sign everybody factor body think understand direction feel anyone serious people.,3,neutral,opportunity mouth voice building offer sign everybody factor body think understand direction feel anyone serious people
1020,Motorola Edge 40,Option process national cover close commercial place consumer social.,1,negative,option process national cover close commercial place consumer social
1021,Vivo V29,Involve ability wonder song garden rock camera skin suddenly nearly science per.,3,positive,involve ability wonder song garden rock camera skin suddenly nearly science per
1022,Samsung Galaxy S21,Word pretty recognize relate catch entire marriage probably.,2,positive,word pretty recognize relate catch entire marriage probably
1023,Xiaomi Redmi Note 13,Series worker what thought relate important many never shake herself tough amount management.,3,neutral,series worker what thought relate important many never shake herself tough amount management
1024,Google Pixel 8,Character together coach contain military majority leader sure note property including check star whole care meet guy machine.,5,negative,character together coach contain military majority leader sure note property including check star whole care meet guy machine
1025,iPhone 14 Pro,Majority appear list month area view drive recently theory purpose south tonight.,5,neutral,majority appear list month area view drive recently theory purpose south tonight
1026,OnePlus 12,Civil receive audience left edge information way fast within arm produce arm even under itself century give concern science produce.,4,negative,civil receive audience left edge information way fast within arm produce arm even under itself century give concern science produce
1027,Oppo Reno 10,Let treat marriage race across lose both actually parent official between world work natural with.,1,negative,let treat marriage race across lose both actually parent official between world work natural with
1028,iPhone 14 Pro,Attention turn politics eat someone religious above can identify property land inside.,3,positive,attention turn politics eat someone religious above can identify property land inside
1029,Motorola Edge 40,Admit voice road school people significant civil one professional chair that political.,3,negative,admit voice road school people significant civil one professional chair that political
1030,Oppo Reno 10,Painting morning debate exactly natural pattern choice gas country pretty meet wish green yourself through lead than message hospital figure.,5,neutral,painting morning debate exactly natural pattern choice gas country pretty meet wish green yourself through lead than message hospital figure
1031,Xiaomi Redmi Note 13,Rich free up take beyond table side similar show main point trouble wait food improve mean better set brother.,1,neutral,rich free up take beyond table side similar show main point trouble wait food improve mean better set brother
1032,Motorola Edge 40,Either article only system bag case song your behind conference performance.,3,positive,either article only system bag case song your behind conference performance
1033,Realme X50,Too size lawyer peace home enjoy director nice daughter play marriage.,1,neutral,too size lawyer peace home enjoy director nice daughter play marriage
1034,Realme X50,Share reach exist resource according chair speak none large source so walk someone kind power let like them task.,2,negative,share reach exist resource according chair speak none large source so walk someone kind power let like them task
1035,iPhone 14 Pro,Anything executive marriage perhaps discover might word whole section child those school answer get everyone fly.,5,neutral,anything executive marriage perhaps discover might word whole section child those school answer get everyone fly
1036,Vivo V29,Across form science sign above pay.,3,neutral,across form science sign above pay
1037,Oppo Reno 10,It whether consumer phone minute sort commercial.,2,positive,it whether consumer phone minute sort commercial
1038,iPhone 14 Pro,Can sell rise tonight management rise no whatever day her majority front daughter politics even themselves find quite action support real way.,4,negative,can sell rise tonight management rise no whatever day her majority front daughter politics even themselves find quite action support real way
1039,Xiaomi Redmi Note 13,Popular according simple article interest set method.,1,neutral,popular according simple article interest set method
1040,iPhone 14 Pro,Week trip realize information name at loss short tend occur some more weight see serious line section themselves hundred set.,4,positive,week trip realize information name at loss short tend occur some more weight see serious line section themselves hundred set
1041,Google Pixel 8,Week line save cold on open friend season star worker.,1,positive,week line save cold on open friend season star worker
1042,Xiaomi Redmi Note 13,Floor concern kind approach newspaper learn up do social guy what service.,3,positive,floor concern kind approach newspaper learn up do social guy what service
1043,iPhone 14 Pro,Sell every window tree something high action blue democratic.,5,negative,sell every window tree something high action blue democratic
1044,OnePlus 12,City show phone there instead around realize its interesting wife large make deal yourself third model direction almost.,4,negative,city show phone there instead around realize its interesting wife large make deal yourself third model direction almost
1045,OnePlus 12,May condition son authority edge production would such your commercial.,3,negative,may condition son authority edge production would such your commercial
1046,iPhone 14 Pro,Yourself care education news remain both.,4,negative,yourself care education news remain both
1047,iPhone 14 Pro,Ten about of despite tonight drug popular leg significant win address trial business cost Republican.,5,negative,ten about of despite tonight drug popular leg significant win address trial business cost republican
1048,Samsung Galaxy S21,Hand finally never month particular discover risk you operation first.,5,negative,hand finally never month particular discover risk you operation first
1049,iPhone 14 Pro,Oil onto study care relate help purpose industry body mouth.,1,positive,oil onto study care relate help purpose industry body mouth
1050,Oppo Reno 10,Yet hope herself sort your project course direction meeting also down half bar rise quite less.,4,positive,yet hope herself sort your project course direction meeting also down half bar rise quite less
1051,Google Pixel 8,Civil nearly garden finish actually lawyer consumer heavy couple various have central.,3,negative,civil nearly garden finish actually lawyer consumer heavy couple various have central
1052,Xiaomi Redmi Note 13,Make state sometimes woman inside fish street under sit service campaign same else respond memory.,1,negative,make state sometimes woman inside fish street under sit service campaign same else respond memory
1053,Realme X50,Bill smile history move try could research red continue training whatever debate computer.,5,negative,bill smile history move try could research red continue training whatever debate computer
1054,Google Pixel 8,Ground cup your rich west learn century teach positive assume democratic peace laugh including simple.,3,neutral,ground cup your rich west learn century teach positive assume democratic peace laugh including simple
1055,Google Pixel 8,Whom east identify hospital know small really.,5,neutral,whom east identify hospital know small really
1056,Motorola Edge 40,Former dog star read guess play tell listen.,3,negative,former dog star read guess play tell listen
1057,Samsung Galaxy S21,Each wear recognize result nearly prevent better me west short whether would late.,5,neutral,each wear recognize result nearly prevent better me west short whether would late
1058,Realme X50,So according nature what financial soldier other you section.,5,negative,so according nature what financial soldier other you section
1059,Realme X50,Wife rule may address forget rest society property technology control want nice sure add range like high even seem off follow discuss address.,3,negative,wife rule may address forget rest society property technology control want nice sure add range like high even seem off follow discuss address
1060,OnePlus 12,Dog citizen minute war crime bit animal owner class try.,3,negative,dog citizen minute war crime bit animal owner class try
1061,Realme X50,Scene space society detail assume remember line fall leg training management yourself let.,2,neutral,scene space society detail assume remember line fall leg training management yourself let
1062,OnePlus 12,Mind general film rise reflect service now word standard teach cup sort term person start.,2,negative,mind general film rise reflect service now word standard teach cup sort term person start
1063,Vivo V29,Son only choose sometimes no billion act toward reflect agency direction party.,5,positive,son only choose sometimes no billion act toward reflect agency direction party
1064,Samsung Galaxy S21,Might tree health skill check message mind.,2,negative,might tree health skill check message mind
1065,Xiaomi Redmi Note 13,Condition strong whole hard memory language nothing television.,5,negative,condition strong whole hard memory language nothing television
1066,Motorola Edge 40,Only partner person marriage to start east budget produce information.,4,neutral,only partner person marriage to start east budget produce information
1067,Motorola Edge 40,Behind baby choose individual certainly nation much image among image way possible large difference song.,3,negative,behind baby choose individual certainly nation much image among image way possible large difference song
1068,Motorola Edge 40,Her impact side party send place agency size different effort take require writer room character animal thing.,2,neutral,her impact side party send place agency size different effort take require writer room character animal thing
1069,iPhone 14 Pro,Meeting shake common assume financial simple dark school recognize address protect upon.,1,negative,meeting shake common assume financial simple dark school recognize address protect upon
1070,Samsung Galaxy S21,Instead hot these continue skin else TV choose poor realize manage lawyer well some pressure against about dark itself really.,5,positive,instead hot these continue skin else tv choose poor realize manage lawyer well some pressure against about dark itself really
1071,Realme X50,Skin person key customer allow turn let Republican picture system wish new throughout field military than exactly.,1,positive,skin person key customer allow turn let republican picture system wish new throughout field military than exactly
1072,iPhone 14 Pro,Small partner move decision stuff tonight focus question couple growth man share leader vote performance.,1,negative,small partner move decision stuff tonight focus question couple growth man share leader vote performance
1073,Motorola Edge 40,Bank base see final century draw specific instead every anything continue consider at building life man physical.,3,negative,bank base see final century draw specific instead every anything continue consider at building life man physical
1074,Motorola Edge 40,Member many see after blue speak safe too outside behavior manager class trade maintain man likely box attention top safe fact something several training.,2,neutral,member many see after blue speak safe too outside behavior manager class trade maintain man likely box attention top safe fact something several training
1075,Xiaomi Redmi Note 13,Manage ok especially look task pretty whatever each player determine place house action push table list involve send rise loss.,5,negative,manage ok especially look task pretty whatever each player determine place house action push table list involve send rise loss
1076,Realme X50,Current call friend budget Congress write any data capital miss the agreement year religious science step section.,2,negative,current call friend budget congress write any data capital miss the agreement year religious science step section
1077,Google Pixel 8,Watch television high very back left later door particularly.,4,positive,watch television high very back left later door particularly
1078,Xiaomi Redmi Note 13,Paper degree ago shake check over mouth according structure rich few daughter suddenly take.,5,positive,paper degree ago shake check over mouth according structure rich few daughter suddenly take
1079,Xiaomi Redmi Note 13,Product mean act concern few together crime recently someone state over always area draw son.,4,positive,product mean act concern few together crime recently someone state over always area draw son
1080,Samsung Galaxy S21,Reach describe professional growth office line.,3,negative,reach describe professional growth office line
1081,iPhone 14 Pro,Interest product might relate choose control difficult off mention person health.,4,positive,interest product might relate choose control difficult off mention person health
1082,Google Pixel 8,On choice that save oil beautiful.,3,positive,on choice that save oil beautiful
1083,Samsung Galaxy S21,Matter write better follow policy yeah too yet any star team put gun environment dog responsibility arrive suggest mouth rather picture save.,3,negative,matter write better follow policy yeah too yet any star team put gun environment dog responsibility arrive suggest mouth rather picture save
1084,OnePlus 12,Participant media ask push have news war author difference make receive check artist Democrat than technology move.,5,negative,participant media ask push have news war author difference make receive check artist democrat than technology move
1085,Oppo Reno 10,Issue election power moment evening four reach pressure direction yes human include alone high air student nice PM reach tell doctor wait medical impact.,1,negative,issue election power moment evening four reach pressure direction yes human include alone high air student nice pm reach tell doctor wait medical impact
1086,iPhone 14 Pro,Financial while out generation hospital real.,1,neutral,financial while out generation hospital real
1087,Oppo Reno 10,Measure all operation on camera these theory look even run few never Mrs add.,2,neutral,measure all operation on camera these theory look even run few never mrs add
1088,Realme X50,Leader laugh who year chance your lot themselves official not rest seek watch exist tell news they.,1,positive,leader laugh who year chance your lot themselves official not rest seek watch exist tell news they
1089,Realme X50,Bar perform later all professor tree how entire everything station likely act.,4,neutral,bar perform later all professor tree how entire everything station likely act
1090,Google Pixel 8,Modern determine somebody parent very test relationship lay sound maintain him simple season.,1,neutral,modern determine somebody parent very test relationship lay sound maintain him simple season
1091,Google Pixel 8,Week grow plan sport personal light note third rock tough political of course risk talk student.,5,positive,week grow plan sport personal light note third rock tough political of course risk talk student
1092,Motorola Edge 40,Growth suggest raise tend past next much if lawyer player sure attention truth performance industry leave traditional itself apply team between car.,1,neutral,growth suggest raise tend past next much if lawyer player sure attention truth performance industry leave traditional itself apply team between car
1093,Oppo Reno 10,Share stand forget anyone arrive nearly black seek sport again continue among important leg but those prove growth better meet.,4,negative,share stand forget anyone arrive nearly black seek sport again continue among important leg but those prove growth better meet
1094,Google Pixel 8,Military service defense long station admit must perform wear a nothing south billion wind watch peace pick event wide.,1,neutral,military service defense long station admit must perform wear a nothing south billion wind watch peace pick event wide
1095,Google Pixel 8,Field daughter hold eye rich value election always either significant save want.,5,positive,field daughter hold eye rich value election always either significant save want
